Author,Comment,CaseFolding,tokenized_comment,Remove_TandaBaca,Remove_SpasiTab,Normalisasi,Remove_StopWords_Final,Stemming,Cleaned_Text,Sentiment
@hernarianti6142,"Aku pernah diajak nikah sama cewek pake kebaya warna hijau...aku bingung cwk ini cp sih...smpk terakhir aku nanyak kmu manusia apa jin...dia jawab ""aku jin""..tp mimpi itu cm sekali",aku pernah diajak nikah sama cewek pake kebaya warna hijauaku bingung cwk ini cp sihsmpk terakhir aku nanyak kmu manusia apa jindia jawab aku jintp mimpi itu cm sekali,"['aku', 'pernah', 'diajak', 'nikah', 'sama', 'cewek', 'pake', 'kebaya', 'warna', 'hijauaku', 'bingung', 'cwk', 'ini', 'cp', 'sihsmpk', 'terakhir', 'aku', 'nanyak', 'kmu', 'manusia', 'apa', 'jindia', 'jawab', 'aku', 'jintp', 'mimpi', 'itu', 'cm', 'sekali']","['aku', 'pernah', 'diajak', 'nikah', 'sama', 'cewek', 'pake', 'kebaya', 'warna', 'hijauaku', 'bingung', 'cwk', 'ini', 'cp', 'sihsmpk', 'terakhir', 'aku', 'nanyak', 'kmu', 'manusia', 'apa', 'jindia', 'jawab', 'aku', 'jintp', 'mimpi', 'itu', 'cm', 'sekali']","['aku', 'pernah', 'diajak', 'nikah', 'sama', 'cewek', 'pake', 'kebaya', 'warna', 'hijauaku', 'bingung', 'cwk', 'ini', 'cp', 'sihsmpk', 'terakhir', 'aku', 'nanyak', 'kmu', 'manusia', 'apa', 'jindia', 'jawab', 'aku', 'jintp', 'mimpi', 'itu', 'cm', 'sekali']","['aku', 'pernah', 'diajak', 'nikah', 'sama', 'cewek', 'pake', 'kebaya', 'warna', 'hijauaku', 'bingung', 'cwk', 'ini', 'cp', 'sihsmpk', 'terakhir', 'aku', 'nanyak', 'kamu', 'manusia', 'apa', 'jindia', 'jawab', 'aku', 'jintp', 'mimpi', 'itu', 'cm', 'sekali']","['diajak', 'nikah', 'cewek', 'pake', 'kebaya', 'warna', 'hijauaku', 'bingung', 'cwk', 'cp', 'sihsmpk', 'nanyak', 'manusia', 'jindia', 'jintp', 'mimpi', 'cm']","['ajak', 'nikah', 'cewek', 'pake', 'kebaya', 'warna', 'hijauaku', 'bingung', 'cwk', 'cp', 'sihsmpk', 'nanyak', 'manusia', 'jindia', 'jintp', 'mimpi', 'cm']",ajak nikah cewek pake kebaya warna hijauaku bingung cwk cp sihsmpk nanyak manusia jindia jintp mimpi cm,Netral
@justmoneyand14am88,halo saya dari 2025,halo saya dari ,"['halo', 'saya', 'dari']","['halo', 'saya', 'dari']","['halo', 'saya', 'dari']","['halo', 'saya', 'dari']",['halo'],['halo'],halo,Netral
@SuciadeRamadani,Aku dri 1 jan 2025😂,aku dri  jan ,"['aku', 'dri', 'jan']","['aku', 'dri', 'jan']","['aku', 'dri', 'jan']","['aku', 'dari', 'jan']",['jan'],['jan'],jan,Netral
@YantikasariPnd,AKU BERASA MASUK KEDALAM CERITA!! KEREN SERU BANGET,aku berasa masuk kedalam cerita keren seru banget,"['aku', 'berasa', 'masuk', 'kedalam', 'cerita', 'keren', 'seru', 'banget']","['aku', 'berasa', 'masuk', 'kedalam', 'cerita', 'keren', 'seru', 'banget']","['aku', 'berasa', 'masuk', 'kedalam', 'cerita', 'keren', 'seru', 'banget']","['aku', 'berasa', 'masuk', 'kedalam', 'cerita', 'keren', 'seru', 'banget']","['berasa', 'masuk', 'kedalam', 'cerita', 'keren', 'seru', 'banget']","['asa', 'masuk', 'dalam', 'cerita', 'keren', 'seru', 'banget']",asa masuk dalam cerita keren seru banget,Netral
@Ciyaa31,berarti anakkk nya ganteng dongg😭,berarti anakkk nya ganteng dongg,"['berarti', 'anakkk', 'nya', 'ganteng', 'dongg']","['berarti', 'anakkk', 'nya', 'ganteng', 'dongg']","['berarti', 'anakkk', 'nya', 'ganteng', 'dongg']","['berarti', 'anakkk', 'nya', 'ganteng', 'dongg']","['anakkk', 'ganteng', 'dongg']","['anakkk', 'ganteng', 'dongg']",anakkk ganteng dongg,Netral
@ummu_syahiira8211,"Diantara ratusan kisah, Baru kisah ini yg mampu buatku merinding",diantara ratusan kisah baru kisah ini yg mampu buatku merinding,"['diantara', 'ratusan', 'kisah', 'baru', 'kisah', 'ini', 'yg', 'mampu', 'buatku', 'merinding']","['diantara', 'ratusan', 'kisah', 'baru', 'kisah', 'ini', 'yg', 'mampu', 'buatku', 'merinding']","['diantara', 'ratusan', 'kisah', 'baru', 'kisah', 'ini', 'yg', 'mampu', 'buatku', 'merinding']","['diantara', 'ratusan', 'kisah', 'baru', 'kisah', 'ini', 'yang', 'mampu', 'buatku', 'merinding']","['ratusan', 'kisah', 'kisah', 'buatku', 'merinding']","['ratus', 'kisah', 'kisah', 'buat', 'merinding']",ratus kisah kisah buat merinding,Netral
@arzhiareinn1758,"Tiara menerima laki2 itu jdilah tiara tidak bisa lepas dari laki2 itu 
Hampir sama kek di mimpi ku tapi di mimpi ku aku tidak menerima laki2 itu dengan lantang jdi laki2 itu DTG di mimpi ku hanya senyum tidak bisa berbuat apa2 tapi sekarang sudah tidak perna bermimpi laki2 itu  karna aku sudah menikah😅","tiara menerima laki itu jdilah tiara tidak bisa lepas dari laki itu 
hampir sama kek di mimpi ku tapi di mimpi ku aku tidak menerima laki itu dengan lantang jdi laki itu dtg di mimpi ku hanya senyum tidak bisa berbuat apa tapi sekarang sudah tidak perna bermimpi laki itu  karna aku sudah menikah","['tiara', 'menerima', 'laki', 'itu', 'jdilah', 'tiara', 'tidak', 'bisa', 'lepas', 'dari', 'laki', 'itu', 'hampir', 'sama', 'kek', 'di', 'mimpi', 'ku', 'tapi', 'di', 'mimpi', 'ku', 'aku', 'tidak', 'menerima', 'laki', 'itu', 'dengan', 'lantang', 'jdi', 'laki', 'itu', 'dtg', 'di', 'mimpi', 'ku', 'hanya', 'senyum', 'tidak', 'bisa', 'berbuat', 'apa', 'tapi', 'sekarang', 'sudah', 'tidak', 'perna', 'bermimpi', 'laki', 'itu', 'karna', 'aku', 'sudah', 'menikah']","['tiara', 'menerima', 'laki', 'itu', 'jdilah', 'tiara', 'tidak', 'bisa', 'lepas', 'dari', 'laki', 'itu', 'hampir', 'sama', 'kek', 'di', 'mimpi', 'ku', 'tapi', 'di', 'mimpi', 'ku', 'aku', 'tidak', 'menerima', 'laki', 'itu', 'dengan', 'lantang', 'jdi', 'laki', 'itu', 'dtg', 'di', 'mimpi', 'ku', 'hanya', 'senyum', 'tidak', 'bisa', 'berbuat', 'apa', 'tapi', 'sekarang', 'sudah', 'tidak', 'perna', 'bermimpi', 'laki', 'itu', 'karna', 'aku', 'sudah', 'menikah']","['tiara', 'menerima', 'laki', 'itu', 'jdilah', 'tiara', 'tidak', 'bisa', 'lepas', 'dari', 'laki', 'itu', 'hampir', 'sama', 'kek', 'di', 'mimpi', 'ku', 'tapi', 'di', 'mimpi', 'ku', 'aku', 'tidak', 'menerima', 'laki', 'itu', 'dengan', 'lantang', 'jdi', 'laki', 'itu', 'dtg', 'di', 'mimpi', 'ku', 'hanya', 'senyum', 'tidak', 'bisa', 'berbuat', 'apa', 'tapi', 'sekarang', 'sudah', 'tidak', 'perna', 'bermimpi', 'laki', 'itu', 'karna', 'aku', 'sudah', 'menikah']","['tiara', 'menerima', 'laki', 'itu', 'jdilah', 'tiara', 'tidak', 'bisa', 'lepas', 'dari', 'laki', 'itu', 'hampir', 'sama', 'di', 'mimpi', 'ku', 'tapi', 'di', 'mimpi', 'ku', 'aku', 'tidak', 'menerima', 'laki', 'itu', 'dengan', 'lantang', 'jadi', 'laki', 'itu', 'datang', 'di', 'mimpi', 'ku', 'hanya', 'senyum', 'tidak', 'bisa', 'berbuat', 'apa', 'tapi', 'sekarang', 'sudah', 'tidak', 'perna', 'bermimpi', 'laki', 'itu', 'karna', 'aku', 'sudah', 'menikah']","['menerima', 'laki', 'jdilah', 'lepas', 'laki', 'mimpi', 'mimpi', 'menerima', 'laki', 'lantang', 'laki', 'mimpi', 'senyum', 'berbuat', 'perna', 'bermimpi', 'laki', 'karna', 'menikah']","['terima', 'laki', 'jdilah', 'lepas', 'laki', 'mimpi', 'mimpi', 'terima', 'laki', 'lantang', 'laki', 'mimpi', 'senyum', 'buat', 'perna', 'mimpi', 'laki', 'karna', 'meni']",terima laki jdilah lepas laki mimpi mimpi terima laki lantang laki mimpi senyum buat perna mimpi laki karna meni,Netral
@Gwen_ashley,"Antara senang sama serem punya suami 2 alam, tapi yg di alam goib dapat suaminya anak raja pula, berasa kek keren gitu ya 😂😂😂",antara senang sama serem punya suami  alam tapi yg di alam goib dapat suaminya anak raja pula berasa kek keren gitu ya ,"['antara', 'senang', 'sama', 'serem', 'punya', 'suami', 'alam', 'tapi', 'yg', 'di', 'alam', 'goib', 'dapat', 'suaminya', 'anak', 'raja', 'pula', 'berasa', 'kek', 'keren', 'gitu', 'ya']","['antara', 'senang', 'sama', 'serem', 'punya', 'suami', 'alam', 'tapi', 'yg', 'di', 'alam', 'goib', 'dapat', 'suaminya', 'anak', 'raja', 'pula', 'berasa', 'kek', 'keren', 'gitu', 'ya']","['antara', 'senang', 'sama', 'serem', 'punya', 'suami', 'alam', 'tapi', 'yg', 'di', 'alam', 'goib', 'dapat', 'suaminya', 'anak', 'raja', 'pula', 'berasa', 'kek', 'keren', 'gitu', 'ya']","['antara', 'senang', 'sama', 'serem', 'punya', 'suami', 'alam', 'tapi', 'yang', 'di', 'alam', 'goib', 'dapat', 'suaminya', 'anak', 'raja', 'pula', 'berasa', 'keren', 'begitu']","['senang', 'serem', 'suami', 'alam', 'alam', 'goib', 'suaminya', 'anak', 'raja', 'berasa', 'keren']","['senang', 'rem', 'suami', 'alam', 'alam', 'goib', 'suami', 'anak', 'raja', 'asa', 'keren']",senang rem suami alam alam goib suami anak raja asa keren,Netral
@chandrawulan7555,"Ntah lah suka bngt sm crta ini..
Ni kisah yg pling aq suka,yg sring aq liat lgi brkli""..
Brsa d dunia fantasi,ga nyngka ada gitu ya yg kya gni..❤❤❤","ntah lah suka bngt sm crta ini
ni kisah yg pling aq sukayg sring aq liat lgi brkli
brsa d dunia fantasiga nyngka ada gitu ya yg kya gni","['ntah', 'lah', 'suka', 'bngt', 'sm', 'crta', 'ini', 'ni', 'kisah', 'yg', 'pling', 'aq', 'sukayg', 'sring', 'aq', 'liat', 'lgi', 'brkli', 'brsa', 'd', 'dunia', 'fantasiga', 'nyngka', 'ada', 'gitu', 'ya', 'yg', 'kya', 'gni']","['ntah', 'lah', 'suka', 'bngt', 'sm', 'crta', 'ini', 'ni', 'kisah', 'yg', 'pling', 'aq', 'sukayg', 'sring', 'aq', 'liat', 'lgi', 'brkli', 'brsa', 'd', 'dunia', 'fantasiga', 'nyngka', 'ada', 'gitu', 'ya', 'yg', 'kya', 'gni']","['ntah', 'lah', 'suka', 'bngt', 'sm', 'crta', 'ini', 'ni', 'kisah', 'yg', 'pling', 'aq', 'sukayg', 'sring', 'aq', 'liat', 'lgi', 'brkli', 'brsa', 'd', 'dunia', 'fantasiga', 'nyngka', 'ada', 'gitu', 'ya', 'yg', 'kya', 'gni']","['ntah', 'lah', 'suka', 'banget', 'sama', 'crta', 'ini', 'ini', 'kisah', 'yang', 'pling', 'aku', 'sukayg', 'sring', 'aku', 'lihat', 'lagi', 'brkli', 'brsa', 'di', 'dunia', 'fantasiga', 'nyngka', 'ada', 'begitu', 'yang', 'kya', 'gni']","['ntah', 'suka', 'banget', 'crta', 'kisah', 'pling', 'sukayg', 'sring', 'lihat', 'brkli', 'brsa', 'dunia', 'fantasiga', 'nyngka', 'kya', 'gni']","['ntah', 'suka', 'banget', 'crta', 'kisah', 'pling', 'sukayg', 'sring', 'lihat', 'brkli', 'brsa', 'dunia', 'fantasiga', 'nyngka', 'kya', 'gni']",ntah suka banget crta kisah pling sukayg sring lihat brkli brsa dunia fantasiga nyngka kya gni,Netral
@yantinopi6238,Definisi dicintai seugal-ugalan😢😢😢❤,definisi dicintai seugalugalan,"['definisi', 'dicintai', 'seugalugalan']","['definisi', 'dicintai', 'seugalugalan']","['definisi', 'dicintai', 'seugalugalan']","['definisi', 'dicintai', 'seugalugalan']","['definisi', 'dicintai', 'seugalugalan']","['definisi', 'cinta', 'seugalugalan']",definisi cinta seugalugalan,Netral
@derene3959,bro she needs to go to therapy wtf? seek psikolog pls,bro she needs to go to therapy wtf seek psikolog pls,"['bro', 'she', 'needs', 'to', 'go', 'to', 'therapy', 'wtf', 'seek', 'psikolog', 'pls']","['bro', 'she', 'needs', 'to', 'go', 'to', 'therapy', 'wtf', 'seek', 'psikolog', 'pls']","['bro', 'she', 'needs', 'to', 'go', 'to', 'therapy', 'wtf', 'seek', 'psikolog', 'pls']","['bro', 'she', 'needs', 'to', 'go', 'to', 'therapy', 'wtf', 'seek', 'psikolog', 'tolong']","['bro', 'she', 'needs', 'to', 'go', 'to', 'therapy', 'wtf', 'seek', 'psikolog', 'tolong']","['bro', 'she', 'needs', 'to', 'go', 'to', 'therapy', 'wtf', 'seek', 'psikolog', 'tolong']",bro she needs to go to therapy wtf seek psikolog tolong,Negatif
@yukeame2099,Berarti selama 8 hari Tiara tidur di dunia nyata😭,berarti selama  hari tiara tidur di dunia nyata,"['berarti', 'selama', 'hari', 'tiara', 'tidur', 'di', 'dunia', 'nyata']","['berarti', 'selama', 'hari', 'tiara', 'tidur', 'di', 'dunia', 'nyata']","['berarti', 'selama', 'hari', 'tiara', 'tidur', 'di', 'dunia', 'nyata']","['berarti', 'selama', 'hari', 'tiara', 'tidur', 'di', 'dunia', 'nyata']","['tidur', 'dunia', 'nyata']","['tidur', 'dunia', 'nyata']",tidur dunia nyata,Netral
@FadillahFadillah-u6s,"Menurut aku endingnya
Romantis tapi aga seremm😅
Cinta ama ceritanya🤧","menurut aku endingnya
romantis tapi aga seremm
cinta ama ceritanya","['menurut', 'aku', 'endingnya', 'romantis', 'tapi', 'aga', 'seremm', 'cinta', 'ama', 'ceritanya']","['menurut', 'aku', 'endingnya', 'romantis', 'tapi', 'aga', 'seremm', 'cinta', 'ama', 'ceritanya']","['menurut', 'aku', 'endingnya', 'romantis', 'tapi', 'aga', 'seremm', 'cinta', 'ama', 'ceritanya']","['menurut', 'aku', 'endingnya', 'romantis', 'tapi', 'aga', 'serem', 'cinta', 'sama', 'ceritanya']","['endingnya', 'romantis', 'aga', 'serem', 'cinta', 'ceritanya']","['endingnya', 'romantis', 'aga', 'rem', 'cinta', 'cerita']",endingnya romantis aga rem cinta cerita,Netral
@Zheebomm,kaya which man should I choose?,kaya which man should i choose,"['kaya', 'which', 'man', 'should', 'i', 'choose']","['kaya', 'which', 'man', 'should', 'i', 'choose']","['kaya', 'which', 'man', 'should', 'i', 'choose']","['seperti', 'which', 'man', 'should', 'i', 'choose']","['which', 'man', 'should', 'i', 'choose']","['which', 'man', 'should', 'i', 'choose']",which man should i choose,Netral
@dapurmamiduta7111,"yg nonton h-1 mlm th baru 2025 😂, kak nad itu kan anaknya mirip yg ada di mimpi, suaminya kan jg lihat atau paham dengan muka tuh laki2. apa ngga curiga itu suaminya yah kak?????😅😅😅😅 sehat selalu kak nadia",yg nonton h mlm th baru   kak nad itu kan anaknya mirip yg ada di mimpi suaminya kan jg lihat atau paham dengan muka tuh laki apa ngga curiga itu suaminya yah kak sehat selalu kak nadia,"['yg', 'nonton', 'h', 'mlm', 'th', 'baru', 'kak', 'nad', 'itu', 'kan', 'anaknya', 'mirip', 'yg', 'ada', 'di', 'mimpi', 'suaminya', 'kan', 'jg', 'lihat', 'atau', 'paham', 'dengan', 'muka', 'tuh', 'laki', 'apa', 'ngga', 'curiga', 'itu', 'suaminya', 'yah', 'kak', 'sehat', 'selalu', 'kak', 'nadia']","['yg', 'nonton', 'h', 'mlm', 'th', 'baru', 'kak', 'nad', 'itu', 'kan', 'anaknya', 'mirip', 'yg', 'ada', 'di', 'mimpi', 'suaminya', 'kan', 'jg', 'lihat', 'atau', 'paham', 'dengan', 'muka', 'tuh', 'laki', 'apa', 'ngga', 'curiga', 'itu', 'suaminya', 'yah', 'kak', 'sehat', 'selalu', 'kak', 'nadia']","['yg', 'nonton', 'h', 'mlm', 'th', 'baru', 'kak', 'nad', 'itu', 'kan', 'anaknya', 'mirip', 'yg', 'ada', 'di', 'mimpi', 'suaminya', 'kan', 'jg', 'lihat', 'atau', 'paham', 'dengan', 'muka', 'tuh', 'laki', 'apa', 'ngga', 'curiga', 'itu', 'suaminya', 'yah', 'kak', 'sehat', 'selalu', 'kak', 'nadia']","['yang', 'nonton', 'h', 'mlm', 'th', 'baru', 'kak', 'nad', 'itu', 'kan', 'anaknya', 'mirip', 'yang', 'ada', 'di', 'mimpi', 'suaminya', 'kan', 'juga', 'lihat', 'atau', 'paham', 'dengan', 'muka', 'laki', 'apa', 'ngga', 'curiga', 'itu', 'suaminya', 'yah', 'kak', 'sehat', 'selalu', 'kak', 'nadia']","['nonton', 'h', 'mlm', 'th', 'anaknya', 'mimpi', 'suaminya', 'lihat', 'paham', 'muka', 'laki', 'curiga', 'suaminya', 'sehat', 'nadia']","['nonton', 'h', 'mlm', 'th', 'anak', 'mimpi', 'suami', 'lihat', 'paham', 'muka', 'laki', 'curiga', 'suami', 'sehat', 'nadia']",nonton h mlm th anak mimpi suami lihat paham muka laki curiga suami sehat nadia,Negatif
@SarahSyihabay,"Aku jd keinget crita salah stu tmn ngjar tante ku,, yang sring d datangi lki laki dlm mmpi ,, dan suatu hari suaminy mninggal srangan jntung,, ktka s istri sdang mngandung,, dan stlh anak ini lahir dan berusia 2 thun ktnya si anak ini sring hilang tba tba wlpun rmah dlm kndsi trknci dan tb tb mncul kmbli,,  yang kmungkinan dia berasumsi anaknya di sukai oleh si lki lki dlm mmpinya ,, tapi tanteku brasumsi klo ank itu mungkin saja hasil dengan lki lki dr dlm mmpi tsb , entahlah",aku jd keinget crita salah stu tmn ngjar tante ku yang sring d datangi lki laki dlm mmpi  dan suatu hari suaminy mninggal srangan jntung ktka s istri sdang mngandung dan stlh anak ini lahir dan berusia  thun ktnya si anak ini sring hilang tba tba wlpun rmah dlm kndsi trknci dan tb tb mncul kmbli  yang kmungkinan dia berasumsi anaknya di sukai oleh si lki lki dlm mmpinya  tapi tanteku brasumsi klo ank itu mungkin saja hasil dengan lki lki dr dlm mmpi tsb  entahlah,"['aku', 'jd', 'keinget', 'crita', 'salah', 'stu', 'tmn', 'ngjar', 'tante', 'ku', 'yang', 'sring', 'd', 'datangi', 'lki', 'laki', 'dlm', 'mmpi', 'dan', 'suatu', 'hari', 'suaminy', 'mninggal', 'srangan', 'jntung', 'ktka', 's', 'istri', 'sdang', 'mngandung', 'dan', 'stlh', 'anak', 'ini', 'lahir', 'dan', 'berusia', 'thun', 'ktnya', 'si', 'anak', 'ini', 'sring', 'hilang', 'tba', 'tba', 'wlpun', 'rmah', 'dlm', 'kndsi', 'trknci', 'dan', 'tb', 'tb', 'mncul', 'kmbli', 'yang', 'kmungkinan', 'dia', 'berasumsi', 'anaknya', 'di', 'sukai', 'oleh', 'si', 'lki', 'lki', 'dlm', 'mmpinya', 'tapi', 'tanteku', 'brasumsi', 'klo', 'ank', 'itu', 'mungkin', 'saja', 'hasil', 'dengan', 'lki', 'lki', 'dr', 'dlm', 'mmpi', 'tsb', 'entahlah']","['aku', 'jd', 'keinget', 'crita', 'salah', 'stu', 'tmn', 'ngjar', 'tante', 'ku', 'yang', 'sring', 'd', 'datangi', 'lki', 'laki', 'dlm', 'mmpi', 'dan', 'suatu', 'hari', 'suaminy', 'mninggal', 'srangan', 'jntung', 'ktka', 's', 'istri', 'sdang', 'mngandung', 'dan', 'stlh', 'anak', 'ini', 'lahir', 'dan', 'berusia', 'thun', 'ktnya', 'si', 'anak', 'ini', 'sring', 'hilang', 'tba', 'tba', 'wlpun', 'rmah', 'dlm', 'kndsi', 'trknci', 'dan', 'tb', 'tb', 'mncul', 'kmbli', 'yang', 'kmungkinan', 'dia', 'berasumsi', 'anaknya', 'di', 'sukai', 'oleh', 'si', 'lki', 'lki', 'dlm', 'mmpinya', 'tapi', 'tanteku', 'brasumsi', 'klo', 'ank', 'itu', 'mungkin', 'saja', 'hasil', 'dengan', 'lki', 'lki', 'dr', 'dlm', 'mmpi', 'tsb', 'entahlah']","['aku', 'jd', 'keinget', 'crita', 'salah', 'stu', 'tmn', 'ngjar', 'tante', 'ku', 'yang', 'sring', 'd', 'datangi', 'lki', 'laki', 'dlm', 'mmpi', 'dan', 'suatu', 'hari', 'suaminy', 'mninggal', 'srangan', 'jntung', 'ktka', 's', 'istri', 'sdang', 'mngandung', 'dan', 'stlh', 'anak', 'ini', 'lahir', 'dan', 'berusia', 'thun', 'ktnya', 'si', 'anak', 'ini', 'sring', 'hilang', 'tba', 'tba', 'wlpun', 'rmah', 'dlm', 'kndsi', 'trknci', 'dan', 'tb', 'tb', 'mncul', 'kmbli', 'yang', 'kmungkinan', 'dia', 'berasumsi', 'anaknya', 'di', 'sukai', 'oleh', 'si', 'lki', 'lki', 'dlm', 'mmpinya', 'tapi', 'tanteku', 'brasumsi', 'klo', 'ank', 'itu', 'mungkin', 'saja', 'hasil', 'dengan', 'lki', 'lki', 'dr', 'dlm', 'mmpi', 'tsb', 'entahlah']","['aku', 'jadi', 'keinget', 'cerita', 'salah', 'stu', 'tmn', 'ngjar', 'tante', 'ku', 'yang', 'sring', 'di', 'datangi', 'lki', 'laki', 'dalam', 'mimpi', 'dan', 'suatu', 'hari', 'suaminy', 'mninggal', 'srangan', 'jntung', 'ktka', 's', 'istri', 'sdang', 'mngandung', 'dan', 'stlh', 'anak', 'ini', 'lahir', 'dan', 'berusia', 'tahun', 'ktnya', 'si', 'anak', 'ini', 'sring', 'hilang', 'tba', 'tba', 'wlpun', 'rmah', 'dalam', 'kndsi', 'trknci', 'dan', 'tinggi badan', 'tinggi badan', 'mncul', 'kmbli', 'yang', 'kmungkinan', 'dia', 'berasumsi', 'anaknya', 'di', 'sukai', 'oleh', 'si', 'lki', 'lki', 'dalam', 'mmpinya', 'tapi', 'tanteku', 'brasumsi', 'kalo', 'anak', 'itu', 'mungkin', 'saja', 'hasil', 'dengan', 'lki', 'lki', 'dari', 'dalam', 'mimpi', 'tsb', 'entahlah']","['keinget', 'cerita', 'salah', 'stu', 'tmn', 'ngjar', 'tante', 'sring', 'datangi', 'lki', 'laki', 'mimpi', 'suaminy', 'mninggal', 'srangan', 'jntung', 'ktka', 's', 'istri', 'sdang', 'mngandung', 'stlh', 'anak', 'lahir', 'berusia', 'ktnya', 'anak', 'sring', 'hilang', 'tba', 'tba', 'wlpun', 'rmah', 'kndsi', 'trknci', 'tinggi badan', 'tinggi badan', 'mncul', 'kmbli', 'kmungkinan', 'berasumsi', 'anaknya', 'sukai', 'lki', 'lki', 'mmpinya', 'tanteku', 'brasumsi', 'kalo', 'anak', 'hasil', 'lki', 'lki', 'mimpi']","['keinget', 'cerita', 'salah', 'stu', 'tmn', 'ngjar', 'tante', 'sring', 'datang', 'lki', 'laki', 'mimpi', 'suaminy', 'mninggal', 'srangan', 'jntung', 'ktka', 's', 'istri', 'sdang', 'mngandung', 'stlh', 'anak', 'lahir', 'usia', 'ktnya', 'anak', 'sring', 'hilang', 'tba', 'tba', 'wlpun', 'rmah', 'kndsi', 'trknci', 'tinggi badan', 'tinggi badan', 'mncul', 'kmbli', 'kmungkinan', 'asumsi', 'anak', 'suka', 'lki', 'lki', 'mmpinya', 'tante', 'brasumsi', 'kalo', 'anak', 'hasil', 'lki', 'lki', 'mimpi']",keinget cerita salah stu tmn ngjar tante sring datang lki laki mimpi suaminy mninggal srangan jntung ktka s istri sdang mngandung stlh anak lahir usia ktnya anak sring hilang tba tba wlpun rmah kndsi trknci tinggi badan tinggi badan mncul kmbli kmungkinan asumsi anak suka lki lki mmpinya tante brasumsi kalo anak hasil lki lki mimpi,Netral
@MeyshaAmelia-v4r,nadia di. elakang mu ada ap ? di pintu,nadia di elakang mu ada ap  di pintu,"['nadia', 'di', 'elakang', 'mu', 'ada', 'ap', 'di', 'pintu']","['nadia', 'di', 'elakang', 'mu', 'ada', 'ap', 'di', 'pintu']","['nadia', 'di', 'elakang', 'mu', 'ada', 'ap', 'di', 'pintu']","['nadia', 'di', 'elakang', 'mu', 'ada', 'ap', 'di', 'pintu']","['nadia', 'elakang', 'mu', 'ap', 'pintu']","['nadia', 'elakang', 'mu', 'ap', 'pintu']",nadia elakang mu ap pintu,Netral
@AlyaHumairahUno,kk nadia lanjut dong ceritanya,kk nadia lanjut dong ceritanya,"['kk', 'nadia', 'lanjut', 'dong', 'ceritanya']","['kk', 'nadia', 'lanjut', 'dong', 'ceritanya']","['kk', 'nadia', 'lanjut', 'dong', 'ceritanya']","['kakak', 'nadia', 'lanjut', 'dong', 'ceritanya']","['nadia', 'ceritanya']","['nadia', 'cerita']",nadia cerita,Netral
@RikaAfriyani-tq2bi,pada akhirnya suami kak tiara tau ga ya sama mimpi yg terakhir itu 😢,pada akhirnya suami kak tiara tau ga ya sama mimpi yg terakhir itu ,"['pada', 'akhirnya', 'suami', 'kak', 'tiara', 'tau', 'ga', 'ya', 'sama', 'mimpi', 'yg', 'terakhir', 'itu']","['pada', 'akhirnya', 'suami', 'kak', 'tiara', 'tau', 'ga', 'ya', 'sama', 'mimpi', 'yg', 'terakhir', 'itu']","['pada', 'akhirnya', 'suami', 'kak', 'tiara', 'tau', 'ga', 'ya', 'sama', 'mimpi', 'yg', 'terakhir', 'itu']","['pada', 'akhirnya', 'suami', 'kak', 'tiara', 'tau', 'tidak', 'sama', 'mimpi', 'yang', 'terakhir', 'itu']","['suami', 'tau', 'mimpi']","['suami', 'tau', 'mimpi']",suami tau mimpi,Netral
@adistiadisti8775,ini benerrr bangettt dan aku mengalami nya tapi aku belum pernah lihat muka asli yang selalu datengg saat aku tidur,ini benerrr bangettt dan aku mengalami nya tapi aku belum pernah lihat muka asli yang selalu datengg saat aku tidur,"['ini', 'benerrr', 'bangettt', 'dan', 'aku', 'mengalami', 'nya', 'tapi', 'aku', 'belum', 'pernah', 'lihat', 'muka', 'asli', 'yang', 'selalu', 'datengg', 'saat', 'aku', 'tidur']","['ini', 'benerrr', 'bangettt', 'dan', 'aku', 'mengalami', 'nya', 'tapi', 'aku', 'belum', 'pernah', 'lihat', 'muka', 'asli', 'yang', 'selalu', 'datengg', 'saat', 'aku', 'tidur']","['ini', 'benerrr', 'bangettt', 'dan', 'aku', 'mengalami', 'nya', 'tapi', 'aku', 'belum', 'pernah', 'lihat', 'muka', 'asli', 'yang', 'selalu', 'datengg', 'saat', 'aku', 'tidur']","['ini', 'benerrr', 'bangettt', 'dan', 'aku', 'mengalami', 'nya', 'tapi', 'aku', 'belum', 'pernah', 'lihat', 'muka', 'asli', 'yang', 'selalu', 'datengg', 'saat', 'aku', 'tidur']","['benerrr', 'bangettt', 'mengalami', 'lihat', 'muka', 'asli', 'datengg', 'tidur']","['benerrr', 'bangettt', 'alami', 'lihat', 'muka', 'asli', 'datengg', 'tidur']",benerrr bangettt alami lihat muka asli datengg tidur,Netral
